stu_id,Name,Subjects,Title,stu_school,stu_year,stu_jel,Field,academic_year,Origin,Scopus_name,stu_scopus,repec_name,stu_repec
"REUTER, JONATHAN;Massachusetts Institute of Technology;2002","Reuter, Jonathan",Information and Market Efficiency; Event Studies; Insider Trading;Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,Essays on Information and Investment,Massachusetts Institute of Technology,2002,G,Financial Economics,2001-2002,both,"Reuter, Jonathan",12774108500,"REUTER, JONATHAN",pre328
"THAICHAROEN, YUNYONG;Massachusetts Institute of Technology;2002","Thaicharoen, Yunyong",Business Fluctuations; Cycles,Essays on Economic Crises and Institutions,Massachusetts Institute of Technology,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Thaicharoen, Yunyong",6507398367,"THAICHAROEN, YUNYONG",pth100
"WILDER, JEFFREY MARK;Massachusetts Institute of Technology;2002","Wilder, Jeffrey Mark",Insurance; Insurance Companies; Actuarial Studies,Contingency Fees and Incentives in Commercial Lines Insurance,Massachusetts Institute of Technology,2002,G,Financial Economics,2002-2003,both,"Wilder, Jeffrey M.",35119887000,,
"ZINMAN, JONATHAN;Massachusetts Institute of Technology;2002","Zinman, Jonathan",Financial Institutions and Services: Government Policy and Regulation;Money Supply; Credit; Money Multipliers;Financial Markets and the Macroeconomy,The Real Effects of Liquidity on Behavior: Evidence from Regulation and Deregulation of Credit Markets,Massachusetts Institute of Technology,2002,G,Financial Economics,2002-2003,both,"Zinman, Jonathan",24402219400,"ZINMAN, JONATHAN",pzi83
"ALAN, SULE;McMaster University;2002","Alan, Sule",Computational Techniques; Simulation Modeling,Applications of Computational Methods in Economics and Finance,McMaster University,2002,C,Mathematical and Quantitative Methods,2001-2002,both,"Alan, Sule",8287484500,"ALAN, SULE",pal184
"LAM, JEAN-PAUL (YIK SHING);McMaster University;2002","Lam, Jean-Paul (Yik Shing)",Business Fluctuations; Cycles;Comparative or Joint Analysis of Fiscal and Monetary Policy; Stabilization; Treasury Policy,Three Essays on Built-In Stability,McMaster University,2002,E,Macroeconomics and Monetary Economics,2002-2003,both,"Lam, Jean-Paul",7201972963,"LAM, JEAN-PAUL",pla38
"SKUTERUD, MIKAL;McMaster University;2002","Skuterud, Mikal","Unemployment: Models, Duration, Incidence, and Job Search;Labor Demand;Time Allocation and Labor Supply",Three Essays in Empirical Labour Economics,McMaster University,2002,J,Labor and Demographic Economics,2002-2003,both,"Skuterud, Mikal",6507756767,"SKUTERUD, MIKAL",psk40
"BASER, ONUR;Michigan State University;2002","Baser, Onur",Analysis of Health Care Markets,Estimation of Censored Medical Cost,Michigan State University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Başer, Onur",6507336249,"BASER, ONUR",pba1229
"CHO, YONGSU;Michigan State University;2002","Cho, Yongsu",Single Equation Models; Single Variables: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes,Kpss and Leybourne-McCabe Autocorrelation Corrections in Stationarity,Michigan State University,2002,C,Mathematical and Quantitative Methods,2001-2002,both,,,,
"CHOI, HESSEON;Michigan State University;2002","Choi, Hesseon",Demand and Supply of Labor: General;Education: Government Policy,Essays on the Impact of Educational Policy and Maternity Leave Policy on the Labor Market Outcomes of Workers,Michigan State University,2002,J,Labor and Demographic Economics,2001-2002,both,,,,
"DARRAGH, SCOTT;Michigan State University;2002","Darragh, Scott",Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes;Measurement and Analysis of Poverty;Human Capital; Skills; Occupational Choice; Labor Productivity;Time Allocation and Labor Supply;Fiscal Policies and Behavior of Economic Agents: Household,"The Impact of the Earned Income Tax Credit on Poverty, Labor Supply and Human Capital Accumulation",Michigan State University,2002,H,Public Economics,2001-2002,both,,,,
"DAVIS, JASON;Michigan State University;2002","Davis, Jason","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Health: Government Policy; Regulation; Public Health",Evaluating the Effect of Medicaid and SCIP Expansions,Michigan State University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Davis, Jason P.",16240902300,,
"KIM, DONGGEUN;Michigan State University;2002","Kim, Donggeun",Single Equation Models; Single Variables: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes;Single Equation Models; Single Variables: Panel Data Models; Spatio-temporal Models,Modified Cox Tests for Time Series and Panel Data,Michigan State University,2002,C,Mathematical and Quantitative Methods,2001-2002,both,"Kim, Donggeun",56109803700,,
"LU, JING-I;Michigan State University;2002","Lu, Jing-I",Central Banks and Their Policies;International Monetary Arrangements and Institutions,"Central Banks' Information Transparency, Foreign Exchange Regimes, and Economic Crises: Theoretical and Empirical Studies",Michigan State University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,,,,
"PHILLIPS, CYNTHIA A.;Michigan State University;2002","Phillips, Cynthia A.",Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products;Agricultural Policy; Food Policy;Agricultural Markets and Marketing; Cooperatives; Agribusiness,Time Series Modeling of Famine Early Warning Systems in Mali,Michigan State University,2002,O,"Economic Development, Technological Change, and Growth",2002-2003,both,,,,
"SEPULVEDA, FACUNDO;Michigan State University;2002","Sepulveda, Facundo",Macroeconomics and Monetary Economics: General,Essays in Quantitative Macroeconomics,Michigan State University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Sepúlveda, Facundo",23061984400,,
"SOARES, YURI;Michigan State University;2002","Soares, Yuri",Economics of Gender; Non-labor Discrimination;Air Transportation;Human Capital; Skills; Occupational Choice; Labor Productivity,Two Essays in Labor and Gender Economics and One in the Returns to Experience in Aviation Safety,Michigan State University,2002,J,Labor and Demographic Economics,2001-2002,both,"Soares, Yuri S.D.",37013878500,"SOARES, YURI SUAREZ DILLON",pso228
"WETZELL, DAVID;Michigan State University;2002","Wetzell, David",Labor and Demographic Economics: General,Three Papers in Labor Economics,Michigan State University,2002,J,Labor and Demographic Economics,2001-2002,both,"Wetzell, David L.",15828713800,,
"BARBOSA-FILHO, NELSON;New School for Social Research;2002","Barbosa-Filho, Nelson",Macroeconomics and Monetary Economics: General,Essays on Structuralist Macroeconomics,New School for Social Research,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Barbosa-Filho, Nelson H.",23987043200,"BARBOSA-FILHO, NELSON HENRIQUE",pba98
"BASTOS, CARLOS;New School for Social Research;2002","Bastos, Carlos",Macroeconomic Analyses of Economic Development;Incomes Policy; Price Policy,Price Stabilization in Brazil: A Classical Interpretation for an Indexed Nominal Interest Rate Economy,New School for Social Research,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Bastos, Carlos Pinkusfeld Monteiro",57213650162,,
"BIVENS, LYLE;New School for Social Research;2002","Bivens, Lyle",International Economic Order and Integration,Globalization and Inequality: Channels and Evidence,New School for Social Research,2002,F,International Economics,2001-2002,both,,,,
"CALITRI, RONALD;New School for Social Research;2002","Calitri, Ronald",Health Behavior;Economic Development: Human Resources; Human Development; Income Distribution; Migration,"Regional Variations in the Relationship of Diet and Income in the United States and Brazil, 1996",New School for Social Research,2002,I,"Health, Education, and Welfare",2001-2002,both,,,"CALITRI, RONALD",pca671
"HUEBNER-CARIDI, CHRISTY;New School for Social Research;2002","Huebner-Caridi, Christy","General Aggregative Models: Keynes; Keynesian; Post-Keynesian;Banks; Depository Institutions; Micro Finance Institutions; Mortgages;Money and Interest Rates: General;Monetary Policy, Central Banking, and the Supply of Money and Credit: General","Keynes Inactive Balances, the Banking Sector and Effective Demand",New School for Social Research,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,,,,
"ILKKARACAN, IPEK;New School for Social Research;2002","Ilkkaracan, Ipek",Wage Level and Structure; Wage Differentials,The Role of Unemployment in Wage Determination: Three Essays on the Wage Curve,New School for Social Research,2002,J,Labor and Demographic Economics,2001-2002,both,"İlkkaracan, İpek",6506349605,"ILKKARACAN, IPEK",pil94
"KIM, GINIL;New School for Social Research;2002","Kim, Ginil",Economic Development: General,Essays on the Korean Crisis,New School for Social Research,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,,,,
"PIEPER, UTE;New School for Social Research;2002","Pieper, Ute",Technological Change: Choices and Consequences; Diffusion Processes;Economic Growth and Aggregate Productivity: General,"Essays on Technical Change, Economic Structure, and Growth",New School for Social Research,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Pieper, Ute",7003573187,,
"CANER, DILEK;New York University;2002","Caner, Dilek",Corporate Finance and Governance: Government Policy and Regulation;Economic History: Financial Markets and Institutions: U.S.; Canada: 1913-;General Financial Markets: Government Policy and Regulation,Market Transparency in Listing and Trading Decisions,New York University,2002,G,Financial Economics,2001-2002,both,,,,
"CIPRIANI, MARCO;New York University;2002","Cipriani, Marco",Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;Information and Market Efficiency; Event Studies; Insider Trading;Foreign Exchange,"Rational Herds, Speed of Learning and Contagion in Financial Markets",New York University,2002,D,Microeconomics,2002-2003,both,"Cipriani, Marco",16400813000,"CIPRIANI, MARCO",pci23
"GUARINO, ANTONIO;New York University;2002","Guarino, Antonio",Search; Learning; Information and Knowledge; Communication; Belief; Unawareness;Information and Market Efficiency; Event Studies; Insider Trading;Foreign Exchange,Learning in Financial Markets,New York University,2002,D,Microeconomics,2002-2003,both,"Guarino, Antonio",12806702400,"GUARINO, ANTONIO",pgu223
"HERRERA, HELIOS;New York University;2002","Herrera, Helios",General Financial Markets: General (includes Measurement and Data),Essays on Market Participation and Financial Innovation,New York University,2002,G,Financial Economics,2001-2002,both,"Herrera, Helios",23097857000,"HERRERA, HELIOS",phe284
"IACOPETTA, MAURIZIO;New York University;2002","Iacopetta, Maurizio",Technological Change: Choices and Consequences; Diffusion Processes;Economic Growth and Aggregate Productivity: General,Dissemination of Technology and Growth,New York University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Iacopetta, Maurizio",8317304900,"IACOPETTA, MAURIZIO",pia7
"JAMES, PAULA L.;New York University;2002","James, Paula L.",Analysis of Health Care Markets,Essays in the Economic Behavior of Hospitals,New York University,2002,I,"Health, Education, and Welfare",2001-2002,both,,,,
"KLOR, ESTEBAN F.;New York University;2002","Klor, Esteban F.","Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes;Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies;Personal Income, Wealth, and Their Distributions",Essays on the Positive Theory of Income Taxation and Redistribution,New York University,2002,H,Public Economics,2001-2002,both,"Klor, Esteban F.",13004159000,"KLOR, ESTEBAN F.",pkl15
"LI, KEFEI;New York University;2002","Li, Kefei",Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;Payout Policy;Bankruptcy; Liquidation,Essays on Corporate Finance: The Declining Information Content of Dividend Policy and the Role of Institutional Ownership,New York University,2002,G,Financial Economics,2001-2002,both,"Li, Kefei",55488049700,,
"RAM MOHAN, T. T.;New York University;2002","Ram Mohan, T. T.",Comparison of Public and Private Enterprises and Nonprofit Institutions; Privatization; Contracting Out;Public Enterprises; Public-Private Enterprises,Public and Private Ownership and Privatization,New York University,2002,L,Industrial Organization,2002-2003,both,"Ram Mohan, T. T.",55172508600,,
"SCHROTH, ENRIQUE;New York University;2002","Schroth, Enrique",Financial Institutions and Services: General,Theory and Evidence of Innovation in the Financial Services Industry,New York University,2002,G,Financial Economics,2001-2002,both,"Schroth, Enrique",14319350400,"SCHROTH, ENRIQUE",psc57
"SEN, ANINDITA;New York University;2002","Sen, Anindita","Personal Income, Wealth, and Their Distributions;Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes;National Government Expenditures and Related Policies: General",The Impact of Government Taxes and Expenditures on the Income Distribution of the USA,New York University,2002,D,Microeconomics,2001-2002,both,"Sen, Anindita",55116520000,"SEN, ANINDITA",pse454
"TULADHAR, ANITA A.;New York University;2002","Tuladhar, Anita A.","Monetary Policy;International Monetary Arrangements and Institutions;Current Account Adjustment; Short-term Capital Movements;International Linkages to Development; Role of International Organizations;Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid","Essays on Exchange Rate Regimes, Optimal Monetary Policy and Capital Flows in Emerging Markets",New York University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Tuladhar, Anita",6602746813,,
"WANG, SHANGWEN;New York University;2002","Wang, Shangwen",Asset Pricing; Trading Volume; Bond Interest Rates;Information and Market Efficiency; Event Studies; Insider Trading,Essays on Asset Pricing under Heterogeneous Beliefs,New York University,2002,G,Financial Economics,2001-2002,both,,,,
